,States,Years,Quarter,Districts,Transaction_count,Transaction_amount
5840,jammu-&-kashmir,2021,1,baramulla district,410535,785025036.8822093
5841,jammu-&-kashmir,2021,1,jammu district,2651223,7421535965.773878
5842,jammu-&-kashmir,2021,1,ganderbal district,90691,163957078.62440437
5843,jammu-&-kashmir,2021,1,udhampur district,253788,659211752.0750571
5844,jammu-&-kashmir,2021,1,bandipore district,110105,212281960.49428704
5845,jammu-&-kashmir,2021,1,reasi district,129459,310187729.6204411
5846,jammu-&-kashmir,2021,1,shopian district,72084,140201587.32333398
5847,jammu-&-kashmir,2021,1,poonch district,103668,299466026.8590725
5848,jammu-&-kashmir,2021,1,kathua district,245017,476737690.8982123
5849,jammu-&-kashmir,2021,1,kishtwar district,51696,119471258.11255996
5850,jammu-&-kashmir,2021,1,pulwama district,230547,506298792.83870804
5851,jammu-&-kashmir,2021,1,ramban district,79917,198841833.51555723
5852,jammu-&-kashmir,2021,1,rajouri district,185784,544732582.9070423
5853,jammu-&-kashmir,2021,1,kulgam district,118926,178549172.9397456
5854,jammu-&-kashmir,2021,1,budgam district,314969,629196655.3946896
5855,jammu-&-kashmir,2021,1,anantnag district,317577,500687365.6142787
5856,jammu-&-kashmir,2021,1,kupwara district,287414,651843634.7301381
5857,jammu-&-kashmir,2021,2,muzaffarabad district,3148,10753997.018016852
5858,jammu-&-kashmir,2021,2,doda district,140197,278351055.12039316
5859,jammu-&-kashmir,2021,2,samba district,272944,627782719.5376384
5860,jammu-&-kashmir,2021,2,mirpur district,27536,100332260.09541795
5861,jammu-&-kashmir,2021,2,srinagar district,1529261,3491629169.891506
5862,jammu-&-kashmir,2021,2,baramulla district,558737,966623715.8159674
5863,jammu-&-kashmir,2021,2,jammu district,3793205,10159766998.570372
5864,jammu-&-kashmir,2021,2,ganderbal district,140457,232925318.179365
5865,jammu-&-kashmir,2021,2,udhampur district,361814,841569039.9908626
5866,jammu-&-kashmir,2021,2,bandipore district,160002,285432318.8981966
5867,jammu-&-kashmir,2021,2,reasi district,155375,315743621.2957236
5868,jammu-&-kashmir,2021,2,shopian district,103178,162612796.33491415
5869,jammu-&-kashmir,2021,2,poonch district,155606,414593947.4794037
5870,jammu-&-kashmir,2021,2,kathua district,329534,635043868.1523829
5871,jammu-&-kashmir,2021,2,kishtwar district,76391,153411579.98716158
5872,jammu-&-kashmir,2021,2,pulwama district,332326,632761432.1392006
5873,jammu-&-kashmir,2021,2,ramban district,117866,253971901.63214535
5874,jammu-&-kashmir,2021,2,rajouri district,239185,634121152.0877542
5875,jammu-&-kashmir,2021,2,kulgam district,192379,256728224.91522247
5876,jammu-&-kashmir,2021,2,budgam district,450138,822332973.9248707
5877,jammu-&-kashmir,2021,2,anantnag district,479956,717788809.3041894
5878,jammu-&-kashmir,2021,2,kupwara district,408584,819478528.2209682
5879,jammu-&-kashmir,2021,3,muzaffarabad district,4058,15722035.204606244
5880,jammu-&-kashmir,2021,3,doda district,178242,377444601.9327241
5881,jammu-&-kashmir,2021,3,samba district,352992,822873576.4759533
5882,jammu-&-kashmir,2021,3,mirpur district,32777,122345912.5978739
5883,jammu-&-kashmir,2021,3,srinagar district,2196468,5510884597.059817
5884,jammu-&-kashmir,2021,3,baramulla district,647847,1285810267.7066154
5885,jammu-&-kashmir,2021,3,jammu district,5192026,13867943225.785107
5886,jammu-&-kashmir,2021,3,ganderbal district,176334,338209062.1399027
5887,jammu-&-kashmir,2021,3,udhampur district,476615,1090587535.866065
5888,jammu-&-kashmir,2021,3,bandipore district,177163,340899753.33691466
5889,jammu-&-kashmir,2021,3,reasi district,247073,542552590.7556257
5890,jammu-&-kashmir,2021,3,shopian district,124570,229098781.19403479
5891,jammu-&-kashmir,2021,3,poonch district,182447,520994995.97337115
5892,jammu-&-kashmir,2021,3,kathua district,399722,762622103.9071403
5893,jammu-&-kashmir,2021,3,kishtwar district,96068,208106532.42523685
5894,jammu-&-kashmir,2021,3,pulwama district,393629,826511580.0632427
5895,jammu-&-kashmir,2021,3,ramban district,157474,367286361.96328044
5896,jammu-&-kashmir,2021,3,rajouri district,289081,823624344.2157102
5897,jammu-&-kashmir,2021,3,kulgam district,223401,360260919.092471
5898,jammu-&-kashmir,2021,3,budgam district,545818,1112797675.6615355
5899,jammu-&-kashmir,2021,3,anantnag district,580106,938064508.2337394
5900,jammu-&-kashmir,2021,3,kupwara district,477130,1133802686.4410892
5901,jammu-&-kashmir,2021,4,muzaffarabad district,5831,21241442.22450836
5902,jammu-&-kashmir,2021,4,doda district,235025,435237678.46631306
5903,jammu-&-kashmir,2021,4,samba district,492079,1144805603.769711
5904,jammu-&-kashmir,2021,4,mirpur district,39050,142452278.94317237
5905,jammu-&-kashmir,2021,4,srinagar district,2900577,7232270069.006123
5906,jammu-&-kashmir,2021,4,baramulla district,787593,1567275687.193142
5907,jammu-&-kashmir,2021,4,jammu district,6639541,16627649138.408905
5908,jammu-&-kashmir,2021,4,ganderbal district,211443,370559306.14335734
5909,jammu-&-kashmir,2021,4,udhampur district,621122,1409015376.0471456
5910,jammu-&-kashmir,2021,4,bandipore district,230443,426224671.10234237
5911,jammu-&-kashmir,2021,4,reasi district,332221,721602756.4764307
5912,jammu-&-kashmir,2021,4,shopian district,158150,324099702.9246179
5913,jammu-&-kashmir,2021,4,poonch district,224247,610046677.2859366
5914,jammu-&-kashmir,2021,4,kathua district,528207,1082468701.539606
5915,jammu-&-kashmir,2021,4,kishtwar district,120885,242172974.0745622
5916,jammu-&-kashmir,2021,4,pulwama district,462342,988006961.9135485
5917,jammu-&-kashmir,2021,4,ramban district,199682,423301690.5890018
5918,jammu-&-kashmir,2021,4,rajouri district,363872,998884379.6677287
5919,jammu-&-kashmir,2021,4,kulgam district,279358,450818697.9289175
5920,jammu-&-kashmir,2021,4,budgam district,678080,1358477847.9462016
5921,jammu-&-kashmir,2021,4,anantnag district,683078,1035794983.4736751
5922,jammu-&-kashmir,2021,4,kupwara district,597802,1313830800.64671
5923,jammu-&-kashmir,2022,1,muzaffarabad district,5151,19960049.91358368
5924,jammu-&-kashmir,2022,1,doda district,243924,421316780.2833054
5925,jammu-&-kashmir,2022,1,samba district,588078,1229539785.5198188
5926,jammu-&-kashmir,2022,1,mirpur district,38244,124084071.18939105
5927,jammu-&-kashmir,2022,1,srinagar district,2743701,5949336258.494824
5928,jammu-&-kashmir,2022,1,baramulla district,877608,1607194898.3390284
5929,jammu-&-kashmir,2022,1,jammu district,5510056,11881749307.528316
5930,jammu-&-kashmir,2022,1,ganderbal district,210863,345901039.9280174
5931,jammu-&-kashmir,2022,1,udhampur district,729905,1568037829.8497906
5932,jammu-&-kashmir,2022,1,bandipore district,259483,442350711.2491821
5933,jammu-&-kashmir,2022,1,reasi district,362457,730878668.0515049
5934,jammu-&-kashmir,2022,1,shopian district,162032,256594552.48595798
5935,jammu-&-kashmir,2022,1,poonch district,242450,638025507.382849
5936,jammu-&-kashmir,2022,1,kathua district,608852,1177353985.585809
5937,jammu-&-kashmir,2022,1,kishtwar district,142061,253794904.9452212
5938,jammu-&-kashmir,2022,1,pulwama district,508605,1004677770.5886711
5939,jammu-&-kashmir,2022,1,ramban district,212611,426250571.16478634
5940,jammu-&-kashmir,2022,1,rajouri district,397302,1014911355.8101926
5941,jammu-&-kashmir,2022,1,kulgam district,300260,402883161.9725286
5942,jammu-&-kashmir,2022,1,budgam district,718312,1319712135.4938066
5943,jammu-&-kashmir,2022,1,anantnag district,728868,1032527025.5719063
5944,jammu-&-kashmir,2022,1,kupwara district,654488,1300783254.8105645
5945,jammu-&-kashmir,2022,2,muzaffarabad district,10444,33449179.766689982
5946,jammu-&-kashmir,2022,2,doda district,339886,563086389.1667428
5947,jammu-&-kashmir,2022,2,samba district,783532,1573110669.1012697
5948,jammu-&-kashmir,2022,2,mirpur district,56603,166355428.48376888
5949,jammu-&-kashmir,2022,2,srinagar district,4660647,9640282801.134443
5950,jammu-&-kashmir,2022,2,baramulla district,1226879,2154959862.6085277
5951,jammu-&-kashmir,2022,2,jammu district,7441002,14880950856.224466
5952,jammu-&-kashmir,2022,2,ganderbal district,408175,736411674.659951
5953,jammu-&-kashmir,2022,2,udhampur district,947548,1877648827.4614248
5954,jammu-&-kashmir,2022,2,bandipore district,360875,621882624.2601936
5955,jammu-&-kashmir,2022,2,reasi district,548687,1063805328.4910237
5956,jammu-&-kashmir,2022,2,shopian district,268677,434290103.6395203
5957,jammu-&-kashmir,2022,2,poonch district,357832,884012060.8643444
5958,jammu-&-kashmir,2022,2,kathua district,817009,1514113031.121934
5959,jammu-&-kashmir,2022,2,kishtwar district,188126,322575247.5125381
5960,jammu-&-kashmir,2022,2,pulwama district,790442,1527002272.083313
5961,jammu-&-kashmir,2022,2,ramban district,320262,607095737.0299164
5962,jammu-&-kashmir,2022,2,rajouri district,565064,1321641184.8698494
5963,jammu-&-kashmir,2022,2,kulgam district,479844,650870806.9906567
5964,jammu-&-kashmir,2022,2,budgam district,1052343,1977187447.2169597
5965,jammu-&-kashmir,2022,2,anantnag district,1214291,1884518051.065606
5966,jammu-&-kashmir,2022,2,kupwara district,975579,1819041252.88245
5967,jammu-&-kashmir,2022,3,muzaffarabad district,12533,36613737.026607536
5968,jammu-&-kashmir,2022,3,doda district,373904,609472501.3634437
5969,jammu-&-kashmir,2022,3,samba district,842829,1581915447.7990084
5970,jammu-&-kashmir,2022,3,mirpur district,57562,165963511.14880985
5971,jammu-&-kashmir,2022,3,srinagar district,2447805,4804161643.106109
5972,jammu-&-kashmir,2022,3,baramulla district,1311393,2203515919.7910256
5973,jammu-&-kashmir,2022,3,jammu district,7526503,13607597636.170393
5974,jammu-&-kashmir,2022,3,ganderbal district,472648,930632192.6087635
5975,jammu-&-kashmir,2022,3,udhampur district,997199,1863833971.9477148
5976,jammu-&-kashmir,2022,3,bandipore district,386029,668983199.9584781
5977,jammu-&-kashmir,2022,3,reasi district,570648,1072011932.774343
5978,jammu-&-kashmir,2022,3,shopian district,320567,501659068.4017532
5979,jammu-&-kashmir,2022,3,poonch district,388681,897489057.0183108
5980,jammu-&-kashmir,2022,3,kathua district,834884,1473463666.339784
5981,jammu-&-kashmir,2022,3,kishtwar district,225295,396196222.3084749
5982,jammu-&-kashmir,2022,3,pulwama district,847472,1623093820.1695747
5983,jammu-&-kashmir,2022,3,ramban district,366778,680698346.3950101
5984,jammu-&-kashmir,2022,3,rajouri district,579577,1320001714.339793
5985,jammu-&-kashmir,2022,3,kulgam district,539004,763535701.9158515
5986,jammu-&-kashmir,2022,3,budgam district,1140418,1992489881.6152542
5987,jammu-&-kashmir,2022,3,anantnag district,1263844,1939518538.6283112
5988,jammu-&-kashmir,2022,3,kupwara district,1028821,1830706791.4213793
5989,jammu-&-kashmir,2022,4,muzaffarabad district,14832,35055780.855990365
5990,jammu-&-kashmir,2022,4,doda district,513476,629795395.8400228
5991,jammu-&-kashmir,2022,4,samba district,1025985,1822006887.441403
5992,jammu-&-kashmir,2022,4,mirpur district,72961,184917178.2132864
5993,jammu-&-kashmir,2022,4,srinagar district,3176470,5356773720.96018
5994,jammu-&-kashmir,2022,4,baramulla district,1599504,2370515820.01391
5995,jammu-&-kashmir,2022,4,jammu district,9213783,15674936388.296492
5996,jammu-&-kashmir,2022,4,ganderbal district,411732,597517710.9861526
5997,jammu-&-kashmir,2022,4,udhampur district,1227109,2035000646.9887607
5998,jammu-&-kashmir,2022,4,bandipore district,451513,626896193.6954811
5999,jammu-&-kashmir,2022,4,reasi district,700011,1146621584.5183542
6000,jammu-&-kashmir,2022,4,shopian district,402989,610805803.8629034
6001,jammu-&-kashmir,2022,4,poonch district,538857,1050594398.560792
6002,jammu-&-kashmir,2022,4,kathua district,1035799,1765328885.276795
6003,jammu-&-kashmir,2022,4,kishtwar district,283374,387202223.58237594
6004,jammu-&-kashmir,2022,4,pulwama district,963378,1594427876.0287037
6005,jammu-&-kashmir,2022,4,ramban district,438060,692350601.4061894
6006,jammu-&-kashmir,2022,4,rajouri district,726588,1476623503.222388
6007,jammu-&-kashmir,2022,4,kulgam district,654424,837066487.4013662
6008,jammu-&-kashmir,2022,4,budgam district,1306982,1932170615.5444055
6009,jammu-&-kashmir,2022,4,anantnag district,1338553,1684090753.6075988
6010,jammu-&-kashmir,2022,4,kupwara district,1219778,1804597459.1902237
6011,jammu-&-kashmir,2023,1,muzaffarabad district,20128,51235460.0
6012,jammu-&-kashmir,2023,1,doda district,865832,963594006.0
6013,jammu-&-kashmir,2023,1,samba district,1784289,2881890615.0
6014,jammu-&-kashmir,2023,1,mirpur district,126701,289931459.0
6015,jammu-&-kashmir,2023,1,srinagar district,3695677,5650181266.0
6016,jammu-&-kashmir,2023,1,baramulla district,2752305,3542417579.0
6017,jammu-&-kashmir,2023,1,jammu district,10062633,15395688639.0
6018,jammu-&-kashmir,2023,1,ganderbal district,644922,800267495.0
6019,jammu-&-kashmir,2023,1,udhampur district,2150992,3199398064.0
6020,jammu-&-kashmir,2023,1,bandipore district,754833,915148396.0
6021,jammu-&-kashmir,2023,1,reasi district,1233189,1862756570.0
6022,jammu-&-kashmir,2023,1,shopian district,623973,739993898.0
6023,jammu-&-kashmir,2023,1,poonch district,897818,1517844484.0
6024,jammu-&-kashmir,2023,1,kathua district,1772544,2772584597.0
6025,jammu-&-kashmir,2023,1,kishtwar district,487478,569176836.0
6026,jammu-&-kashmir,2023,1,pulwama district,1576453,2301558160.0
6027,jammu-&-kashmir,2023,1,ramban district,772706,1041150660.0
6028,jammu-&-kashmir,2023,1,rajouri district,1314677,2352043692.0
6029,jammu-&-kashmir,2023,1,kulgam district,1057703,1040759344.0
6030,jammu-&-kashmir,2023,1,budgam district,2135840,2875364245.0
6031,jammu-&-kashmir,2023,1,anantnag district,2186498,2447319229.0
6032,jammu-&-kashmir,2023,1,kupwara district,2010053,2711442887.0
6033,jammu-&-kashmir,2023,2,muzaffarabad district,35337,65849840.0
6034,jammu-&-kashmir,2023,2,doda district,1230358,1389627752.0
6035,jammu-&-kashmir,2023,2,samba district,2462291,3578070894.0
6036,jammu-&-kashmir,2023,2,mirpur district,183099,376011800.0
6037,jammu-&-kashmir,2023,2,srinagar district,5798618,9057848812.0
6038,jammu-&-kashmir,2023,2,baramulla district,3950312,5012742718.0
6039,jammu-&-kashmir,2023,2,jammu district,12519665,18093034879.0
6040,jammu-&-kashmir,2023,2,ganderbal district,1094888,1523913758.0
6041,jammu-&-kashmir,2023,2,udhampur district,2810698,4021272291.0
6042,jammu-&-kashmir,2023,2,bandipore district,1065502,1344236762.0
6043,jammu-&-kashmir,2023,2,reasi district,1749496,2622419268.0
6044,jammu-&-kashmir,2023,2,shopian district,989787,1103187221.0
6045,jammu-&-kashmir,2023,2,poonch district,1340547,2319474214.0
6046,jammu-&-kashmir,2023,2,kathua district,2417101,3367803832.0
6047,jammu-&-kashmir,2023,2,kishtwar district,663666,813628523.0
6048,jammu-&-kashmir,2023,2,pulwama district,2254773,3358021119.0
6049,jammu-&-kashmir,2023,2,ramban district,1125339,1467712387.0
6050,jammu-&-kashmir,2023,2,rajouri district,1846860,3125635603.0
6051,jammu-&-kashmir,2023,2,kulgam district,1628248,1640404531.0
6052,jammu-&-kashmir,2023,2,budgam district,3062613,4214975804.0
6053,jammu-&-kashmir,2023,2,anantnag district,3335448,3997881663.0
6054,jammu-&-kashmir,2023,2,kupwara district,3023653,4036251709.0
6055,jammu-&-kashmir,2023,3,muzaffarabad district,43317,92613431.0
6056,jammu-&-kashmir,2023,3,doda district,1389865,1662178991.0
6057,jammu-&-kashmir,2023,3,samba district,2803963,3799380535.0
6058,jammu-&-kashmir,2023,3,mirpur district,182955,360260789.0
6059,jammu-&-kashmir,2023,3,srinagar district,7003470,9995586701.0
6060,jammu-&-kashmir,2023,3,baramulla district,4764647,5690607706.0
6061,jammu-&-kashmir,2023,3,jammu district,14432102,19883917524.0
6062,jammu-&-kashmir,2023,3,ganderbal district,1518152,2303133445.0
6063,jammu-&-kashmir,2023,3,udhampur district,3051454,4231599879.0
6064,jammu-&-kashmir,2023,3,bandipore district,1276481,1596055809.0
6065,jammu-&-kashmir,2023,3,reasi district,1898355,2602430820.0
6066,jammu-&-kashmir,2023,3,shopian district,1189432,1294714599.0
6067,jammu-&-kashmir,2023,3,poonch district,1478439,2362346048.0
6068,jammu-&-kashmir,2023,3,kathua district,2707886,3791246562.0
6069,jammu-&-kashmir,2023,3,kishtwar district,798927,1004496567.0
6070,jammu-&-kashmir,2023,3,pulwama district,2662125,3873276450.0
6071,jammu-&-kashmir,2023,3,ramban district,1292908,1777537378.0
6072,jammu-&-kashmir,2023,3,rajouri district,2098826,3436523552.0
6073,jammu-&-kashmir,2023,3,kulgam district,1931905,1983213851.0
6074,jammu-&-kashmir,2023,3,budgam district,3693931,4944326402.0
6075,jammu-&-kashmir,2023,3,anantnag district,4122154,4972376475.0
6076,jammu-&-kashmir,2023,3,kupwara district,3562285,4358324912.0
6077,jammu-&-kashmir,2023,4,muzaffarabad district,45913,88114272.0
6078,jammu-&-kashmir,2023,4,doda district,1522265,1782463386.0
6079,jammu-&-kashmir,2023,4,samba district,3222238,4395996752.0
6080,jammu-&-kashmir,2023,4,mirpur district,207425,403390530.0
6081,jammu-&-kashmir,2023,4,srinagar district,7074012,10113352740.0
6082,jammu-&-kashmir,2023,4,baramulla district,5009274,6414810534.0
6083,jammu-&-kashmir,2023,4,jammu district,16836698,23295898530.0
6084,jammu-&-kashmir,2023,4,ganderbal district,1239072,1587488854.0
6085,jammu-&-kashmir,2023,4,udhampur district,3516389,4822653780.0
